"","previous_cancellations","stays_in_weekend_nights","hotel.City.Hotel","hotel.Resort.Hotel","market_segment.Aviation","market_segment.Complementary","market_segment.Corporate","market_segment.Direct","market_segment.Groups","market_segment.Offline.TA.TO","market_segment.Online.TA","deposit_type.No.Deposit","deposit_type.Non.Refund","deposit_type.Refundable","arrival_date_day_of_month","meal.BB","meal.FB","meal.HB","meal.SC","meal.Undefined","days_in_waiting_list","adults","booking_changes","adr","total_of_special_requests","is_repeated_guest","customer_type.Contract","customer_type.Group","customer_type.Transient","customer_type.Transient.Party","arrival_date_week_number","arrival_date_year","arrival_date_month.April","arrival_date_month.August","arrival_date_month.December","arrival_date_month.February","arrival_date_month.January","arrival_date_month.July","arrival_date_month.June","arrival_date_month.March","arrival_date_month.May","arrival_date_month.November","arrival_date_month.October","arrival_date_month.September","children","distribution_channel.Corporate","distribution_channel.Direct","distribution_channel.GDS","distribution_channel.TA.TO","distribution_channel.Undefined","stays_in_week_nights","company.company","company.nocompany","reserved_room_type.A","reserved_room_type.B","reserved_room_type.C","reserved_room_type.D","reserved_room_type.E","reserved_room_type.F","reserved_room_type.G","reserved_room_type.H","lead_time","required_car_parking_spaces","agent.agent","agent.noagent","previous_bookings_not_canceled","assigned_room_type.A","assigned_room_type.B","assigned_room_type.C","assigned_room_type.D","assigned_room_type.E","assigned_room_type.F","assigned_room_type.G","assigned_room_type.H","assigned_room_type.I","assigned_room_type.K","continent.Africa","continent.Americas","continent.Asia","continent.Europe","continent.Oceania","roomtype_diff","market_segment.Undefined","reserved_room_type.L","reserved_room_type.P","assigned_room_type.L","assigned_room_type.P","case_holdoutprob"
"11",0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,4,2,0,1,0,0,0,1,0,27,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"12",0,2,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,3,3,225,0,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,44,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"13",0,1,0,1,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,98,2,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"14",0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,0,0,1,0,0,0,2,0,91.5,0,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"15",0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"16",0,1,0,1,0,0,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,2,0,65.42,0,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,103,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"17",0,2,0,1,0,0,0,0,0,1,0,1,0,0,9,1,0,0,0,0,0,2,0,119.25,0,0,1,0,0,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"18",0,1,0,1,0,0,0,0,0,1,0,1,0,0,11,1,0,0,0,0,0,2,0,65.5,0,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"19",0,2,0,1,0,0,0,0,0,1,0,1,0,0,11,1,0,0,0,0,0,2,0,104.68,0,0,0,0,1,0,28,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,36,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"20",0,2,0,1,0,0,0,0,0,1,0,1,0,0,12,0,1,0,0,0,0,2,0,117.22,1,0,0,0,0,1,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"21",0,2,0,1,0,0,0,0,0,1,0,1,0,0,12,0,0,1,0,0,0,2,1,149,1,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"22",0,2,0,1,0,0,0,0,0,1,0,1,0,0,12,1,0,0,0,0,0,2,0,123,1,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"23",0,1,0,1,0,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,2,0,123,0,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"24",0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,1,0,0,0,0,2,0,107,0,0,0,0,0,1,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"25",0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,1,0,0,0,0,2,0,98.75,0,0,0,0,0,1,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"26",0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,1,0,0,0,0,2,0,107,0,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"27",0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,1,0,0,0,0,3,1,148.23,0,0,0,0,0,1,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"28",0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,1,0,0,0,0,2,0,107,0,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"29",0,2,0,1,0,0,0,0,0,0,1,1,0,0,17,0,0,1,0,0,0,2,0,167,2,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,0,0,65,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"30",0,2,0,1,0,0,0,0,0,0,1,1,0,0,18,1,0,0,0,0,0,2,0,98.02,1,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"31",0,2,0,1,0,0,0,0,0,0,1,1,0,0,18,0,0,1,0,0,0,2,0,167,0,0,0,0,1,0,29,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"32",0,2,0,1,0,0,0,0,0,0,1,1,0,0,19,0,0,1,0,0,0,2,0,131.37,1,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"33",0,2,0,1,0,0,0,0,0,0,1,1,0,0,19,1,0,0,0,0,0,2,1,117.84,2,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,117,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"34",0,2,0,1,0,0,0,0,0,1,0,1,0,0,19,1,0,0,0,0,0,2,0,123,0,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"35",0,1,0,1,0,0,0,0,0,0,1,1,0,0,20,1,0,0,0,0,0,2,0,179.1,2,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,118,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"36",0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,1,0,0,0,0,0,2,0,153,0,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"37",0,0,0,1,0,0,0,1,0,0,0,1,0,0,24,1,0,0,0,0,0,2,0,154,0,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"38",0,2,0,1,0,0,0,0,0,0,1,1,0,0,24,0,0,1,0,0,0,2,0,163.29,2,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,109,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"39",0,2,0,1,0,0,0,0,0,0,1,1,0,0,25,0,0,1,0,0,0,2,0,142.03,1,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"40",0,2,0,1,0,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,2,0,134,0,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"41",0,3,0,1,0,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,1,0,125,2,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"42",0,4,0,1,0,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,2,0,120.6,2,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,115,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"43",0,2,0,1,0,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,2,0,88.55,0,0,0,0,1,0,30,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"44",0,1,0,1,0,0,0,0,0,1,0,1,0,0,27,1,0,0,0,0,0,2,0,107,1,0,0,0,1,0,31,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"45",0,1,0,1,0,0,0,0,0,1,0,1,0,0,27,0,0,1,0,0,0,2,0,149,0,0,0,0,1,0,31,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"46",0,0,0,1,0,0,0,0,0,0,1,1,0,0,28,1,0,0,0,0,0,2,0,135,1,0,0,0,1,0,31,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,68,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"47",0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,177.14,0,0,0,0,1,0,31,2015,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"48",0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,194.14,0,0,0,0,1,0,31,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"49",0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,32,2015,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"50",0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,2,0,149.4,0,0,0,0,1,0,32,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,114,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"51",0,1,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,2,0,183,0,0,0,0,1,0,32,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"52",0,0,0,1,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,32,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"53",0,2,0,1,0,0,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,2,0,202,2,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"54",0,1,0,1,0,0,0,0,0,0,1,1,0,0,10,0,0,1,0,0,0,2,0,205,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"55",0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,1,0,0,0,0,0,2,1,134,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"56",0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,2,0,120.6,1,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"57",0,0,0,1,0,0,0,0,0,1,0,1,0,0,11,0,0,1,0,0,0,2,0,186,1,0,0,0,0,1,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,117,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"58",0,2,0,1,0,0,0,0,0,0,1,1,0,0,12,1,0,0,0,0,0,2,0,173.5,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,1,0,0,0,68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"59",0,4,0,1,0,0,0,0,0,0,1,1,0,0,12,1,0,0,0,0,0,2,0,120.6,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,1,0,0,0,0,0,0,0,85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"60",0,0,0,1,0,0,1,0,0,0,0,1,0,0,13,1,0,0,0,0,0,2,0,184.45,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"61",0,0,0,1,0,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,2,0,114.14,1,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"62",0,2,0,1,0,0,0,0,0,0,1,1,0,0,13,0,0,1,0,0,0,2,0,243,2,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"63",0,0,0,1,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,2,0,236,1,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"64",0,0,0,1,0,0,0,0,0,0,1,1,0,0,14,0,0,1,0,0,0,2,0,232,1,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"65",0,2,0,1,0,0,0,0,0,0,1,1,0,0,15,0,0,1,0,0,0,2,1,188.71,0,0,0,0,1,0,33,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"66",0,1,0,1,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,0,2,0,195,0,0,0,1,0,0,34,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
